Time(s),TX
0.002747396,0.0
0.002753906,0.0
0.002760417,0.0
0.002766927,0.0
0.002773438,0.0
0.002779948,0.0
0.002786458,0.0
0.002792969,0.0
0.002799479,0.0
0.002805990,0.0
0.002812500,3.3
0.002819010,3.3
0.002825521,3.3
0.002832031,3.3
0.002838542,3.3
0.002845052,3.3
0.002851563,3.3
0.002858073,3.3
0.002864583,3.3
0.002871094,3.3
0.002877604,3.3
0.002884115,3.3
0.002890625,3.3
0.002897135,3.3
0.002903646,3.3
0.002910156,3.3
0.002916667,0.0
0.002923177,0.0
0.002929688,0.0
0.002936198,0.0
0.002942708,0.0
0.002949219,0.0
0.002955729,0.0
0.002962240,0.0
0.002968750,0.0
0.002975260,0.0
0.002981771,0.0
0.002988281,0.0
0.002994792,0.0
0.003001302,0.0
0.003007813,0.0
0.003007813,0.0
0.003020833,0.0
0.003027344,0.0
0.003033854,0.0
0.003040365,0.0
0.003046875,0.0
0.003053385,0.0
0.003059896,0.0
0.003066406,0.0
0.003072917,0.0
0.003079427,0.0
0.003085938,0.0
0.003092448,0.0
0.003098958,0.0
0.003105469,0.0
0.003111979,0.0
0.003118490,0.0
0.003125000,0.0
0.003131510,0.0
0.003138021,0.0
0.003144531,0.0
0.003151042,0.0
0.003157552,0.0
0.003164063,0.0
0.003170573,0.0
0.003177083,0.0
0.003183594,0.0
0.003190104,0.0
0.003196615,0.0
0.003203125,0.0
0.003209635,0.0
0.003216146,0.0
0.003222656,0.0
0.003229167,0.0
0.003235677,0.0
0.003242188,0.0
0.003248698,0.0
0.003255208,0.0
0.003261719,0.0
0.003268229,0.0
0.003274740,0.0
0.003281250,0.0
0.003287760,0.0
0.003294271,0.0
0.003300781,0.0
0.003307292,0.0
0.003313802,0.0
0.003313802,0.0
0.003326823,0.0
0.003333333,3.3
0.003339844,3.3
0.003346354,3.3
0.003352865,3.3
0.003359375,3.3
0.003365885,3.3
0.003372396,3.3
0.003378906,3.3
0.003385417,3.3
0.003391927,3.3
0.003398438,3.3
0.003404948,3.3
0.003411458,3.3
0.003417969,3.3
0.003424479,3.3
0.003430990,3.3
0.003437500,0.0
0.003444010,0.0
0.003450521,0.0
0.003457031,0.0
0.003463542,0.0
0.003470052,0.0
0.003476563,0.0
0.003483073,0.0
0.003489583,0.0
0.003496094,0.0
0.003502604,0.0
0.003509115,0.0
0.003515625,0.0
0.003522135,0.0
0.003528646,0.0
0.003535156,0.0
0.003541667,0.0
0.003548177,0.0
0.003554688,0.0
0.003561198,0.0
0.003567708,0.0
0.003574219,0.0
0.003580729,0.0
0.003587240,0.0
0.003593750,0.0
0.003600260,0.0
0.003606771,0.0
0.003613281,0.0
0.003619792,0.0
0.003619792,0.0
0.003632813,0.0
0.003639323,0.0
0.003645833,3.3
0.003652344,3.3
0.003658854,3.3
0.003665365,3.3
0.003671875,3.3
0.003678385,3.3
0.003684896,3.3
0.003691406,3.3
0.003697917,3.3
0.003704427,3.3
0.003710938,3.3
0.003717448,3.3
0.003723958,3.3
0.003730469,3.3
0.003736979,3.3
0.003743490,3.3
0.003750000,3.3
0.003756510,3.3
0.003763021,3.3
0.003769531,3.3
0.003776042,3.3
0.003782552,3.3
0.003789063,3.3
0.003795573,3.3
0.003802083,3.3
0.003808594,3.3
0.003815104,3.3
0.003821615,3.3
0.003828125,3.3
0.003834635,3.3
0.003841146,3.3
0.003847656,3.3
